,D_80496356,D_80498153,D_80498163,D_80498193,D_80498215,D_80498587,D_80501352,D_80501374,D_80501446,D_80501481,D_DA1080
0,91.27152662,352.4803854,143.4603796,25.29659738,229.6918708,182.9701201,9.897341147,123.9361816,321.8657985,54.98246508,132.5656493
