,D_80496356,D_80498163,D_80498193,D_80498215,D_80498587,D_80501352,D_80501374,D_80501446,D_80501481,D_80498153,D_DA1080
0,65,64.61646426,35.46751958,72.32393839,62.66222203,40.67115586,71.47138564,66.17125256,58.01791925,64.05747814,69.7060603
